ID_SURV,ID_SITE,DATE,SPECIES_CODE,NO,DENSITY,MIN_LEN,AVE_LEN,MAX_LEN,SOURCE,x,y
M63_4724_2018,M63_4724,2018-2,LUC_PARV,1,1.6666666666666667,5.08,5.08,5.08,MVS,566592.3668706216,2816687.8364872052
M26_5854_2022,M26_5854,2022-1,LUC_PARV,50,83.33333333333334,1.27,2.54,5.08,MVS,569799.7125546082,2829317.9744948684
M89_5866_2022,M89_5866,2022-1,LUC_PARV,5,8.333333333333332,2.54,2.54,2.54,MVS,568739.989122556,2808200.2755430355
M24_5852_2022,M24_5852,2022-1,LUC_PARV,6,10,1.27,2.54,5.08,MVS,569512.0066910436,2830944.4296748987
M88_3739_2014,M88_3739,2014-3,LUC_PARV,3,5,1.27,1.905,2.54,MVS,568057.791145866,2808627.5911689904
M33_3702_2014,M33_3702,2014-2,LUC_PARV,22,36.666666666666664,1.27,2.54,3.81,MVS,569302.5180219833,2826230.0203189044
M40_5899_2022,M40_5899,2022-2,LUC_PARV,10,16.666666666666664,2.54,2.54,3.81,MVS,567227.6525226003,2822505.045289498
M58_6053_2022,M58_6053,2022-9,LUC_PARV,1,1.6666666666666667,2.54,2.54,2.54,MVS,566312.9665120278,2818295.5467587495
M80_3648_2014,M80_3648,2014-1,LUC_PARV,1,1.6666666666666667,2.54,2.54,2.54,MVS,567818.0398833642,2811483.531953295
M37_4882_2018,M37_4882,2018-7,LUC_PARV,2,3.3333333333333335,3.81,3.81,3.81,MVS,567443.1069501779,2824016.680227719
M91_4113_2016,M91_4113,2016-2,LUC_PARV,25,41.66666666666667,2.54,3.81,5.08,MVS,569524.0802686408,2808309.513663009
M89_4115_2016,M89_4115,2016-2,LUC_PARV,50,83.33333333333334,2.54,3.81,6.35,MVS,568745.9907930903,2808206.950775983
M119_4107_2016,M119_4107,2016-2,LUC_PARV,20,33.33333333333333,1.27,2.54,3.81,MVS,560444.0441595797,2792663.5301680807
M36_5869_2022,M36_5869,2022-1,LUC_PARV,1,1.6666666666666667,2.54,2.54,2.54,MVS,568990.1985592459,2824652.5042423215
M39_4187_2016,M39_4187,2016-3,LUC_PARV,2,3.3333333333333335,7.62,7.62,7.62,MVS,567204.3636315032,2823139.4911070075
M25_3657_2014,M25_3657,2014-1,LUC_PARV,1,1.6666666666666667,2.54,2.54,2.54,MVS,569579.7353569564,2829898.237786941
M42_3718_2014,M42_3718,2014-3,LUC_PARV,1,1.6666666666666667,2.54,2.54,2.54,MVS,566919.6453294813,2822205.598425853
M49_4894_2018,M49_4894,2018-7,LUT_APOD,1,1.6666666666666667,12.7,12.7,12.7,MVS,566676.210169398,2821046.002784566
M62_5910_2022,M62_5910,2022-2,LUT_APOD,1,1.6666666666666667,7.62,7.62,7.62,MVS,566333.0351014651,2817085.224420065
M60_4721_2018,M60_4721,2018-2,LUT_APOD,5,8.333333333333332,5.08,5.08,7.62,MVS,566312.7937247908,2817924.5564361378
M56_4901_2018,M56_4901,2018-7,LUT_APOD,4,6.666666666666667,10.16,12.7,15.24,MVS,566366.4782348912,2818856.172542913
M35_6013_2022,M35_6013,2022-8,LUT_APOD,2,3.3333333333333335,7.62,10.16,12.7,MVS,569038.767541203,2824975.0222585634
L10_4747_2018,L10_4747,2018-2,LUT_APOD,15,25,7.62,10.16,12.7,MVS,580442.9005191693,2814527.887146631
M46_6037_2022,M46_6037,2022-8,LUT_APOD,2,3.3333333333333335,12.7,13.97,15.24,MVS,566980.3302644643,2821325.489396203
M86_3874_2014,M86_3874,2014-10,LUT_APOD,1,1.6666666666666667,NA,17.78,NA,MVS,567692.3349506516,2809486.2122274186
M85_4872_2018,M85_4872,2018-7,LUT_APOD,15,25,7.62,10.16,15.24,MVS,567578.0678203265,2810006.1255707922
L10_5950_2022,L10_5950,2022-8,LUT_APOD,1,1.6666666666666667,17.78,17.78,17.78,MVS,580443.8927197086,2814530.1080218414
M115_4810_2018,M115_4810,2018-7,LUT_APOD,3,5,10.16,12.7,15.24,MVS,560830.6758893295,2796265.3793102433
M60_4380_2016,M60_4380,2016-8,LUT_APOD,1,1.6666666666666667,17.78,17.78,17.78,MVS,566315.8203226661,2817922.356565205
M90_4867_2018,M90_4867,2018-7,LUT_APOD,3,5,10.16,12.7,20.32,MVS,569229.7897194179,2808025.6014666897
M95_4300_2016,M95_4300,2016-7,LUT_APOD,4,6.666666666666667,10.16,12.7,15.24,MVS,568499.1989104962,2805308.678561874
L21_5948_2022,L21_5948,2022-8,LUT_APOD,6,10,5.08,7.62,10.16,MVS,580840.4283768418,2815637.74102504
M86_4871_2018,M86_4871,2018-7,LUT_APOD,4,6.666666666666667,7.62,10.16,15.24,MVS,567698.3644351547,2809487.350032262
M35_4695_2018,M35_4695,2018-2,LUT_APOD,2,3.3333333333333335,7.62,7.62,7.62,MVS,569037.8201247382,2824963.942890713
M65_6069_2022,M65_6069,2022-9,LUT_APOD,4,6.666666666666667,5.08,12.7,17.78,MVS,566741.9005334036,2815529.10207664
L05_4231_2016,L05_4231,2016-4,LUT_APOD,6,10,7.62,10.16,15.24,MVS,579408.3678705664,2811784.087836229
M47_4892_2018,M47_4892,2018-7,LUT_APOD,1,1.6666666666666667,10.16,10.16,10.16,MVS,566966.3153052379,2821113.898730056
M61_5909_2022,M61_5909,2022-2,LUT_APOD,10,16.666666666666664,5.08,15.24,25.4,MVS,566303.2042777531,2817425.05773143
L21_4930_2018,L21_4930,2018-8,LUT_APOD,1,1.6666666666666667,6.35,6.35,6.35,MVS,580836.4134275697,2815636.6093423883
M104_4309_2016,M104_4309,2016-7,LUT_APOD,5,8.333333333333332,10.16,12.7,15.24,MVS,563318.738582564,2800309.956138447
M67_6071_2022,M67_6071,2022-9,LUT_APOD,9,15,7.62,15.24,20.32,MVS,567297.5172933294,2815003.636786983
L12_5942_2022,L12_5942,2022-8,LUT_APOD,10,16.666666666666664,10.16,15.24,17.78,MVS,582140.4691116256,2821371.271886154
M50_4895_2018,M50_4895,2018-7,LUT_APOD,4,6.666666666666667,7.62,10.16,12.7,MVS,566553.9339055384,2820978.9474745877
L17_4929_2018,L17_4929,2018-8,LUT_APOD,7,11.666666666666666,10.16,15.24,20.32,MVS,581934.1173900835,2818798.4541568323
M107_4800_2018,M107_4800,2018-3,LUT_APOD,4,6.666666666666667,15.24,17.78,20.32,MVS,562698.7282845842,2798572.873959906
M110_6001_2022,M110_6001,2022-8,LUT_APOD,1,1.6666666666666667,20.32,20.32,20.32,MVS,562720.6526728567,2797537.560550901
M90_6029_2022,M90_6029,2022-8,LUT_APOD,1,1.6666666666666667,15.24,15.24,15.24,MVS,569236.8200045173,2808027.852523327
M93_4752_2018,M93_4752,2018-3,LUT_APOD,1,1.6666666666666667,17.78,17.78,17.78,MVS,570116.730556428,2806932.740075868
L12_4924_2018,L12_4924,2018-8,LUT_APOD,10,16.666666666666664,12.7,15.24,17.78,MVS,582151.6667806918,2821348.0837094304
M100_6064_2022,M100_6064,2022-9,LUT_APOD,2,3.3333333333333335,15.24,16.51,17.78,MVS,565721.3662979869,2800723.4403976304
L21_3889_2014,L21_3889,2014-10,LUT_APOD,1,1.6666666666666667,NA,7.62,NA,MVS,580829.3154603064,2815646.5337007456
L11_4277_2016,L11_4277,2016-7,LUT_APOD,2,3.3333333333333335,12.7,12.7,12.7,MVS,582581.3686999783,2821799.997193766
L12_4239_2016,L12_4239,2016-4,LUT_APOD,2,3.3333333333333335,10.16,12.7,15.24,MVS,582137.4065494788,2821379.005396389
M67_4348_2016,M67_4348,2016-7,LUT_APOD,25,41.66666666666667,7.62,15.24,25.4,MVS,567295.4007999009,2815024.6673156517
M66_4347_2016,M66_4347,2016-7,LUT_APOD,6,10,7.62,10.16,20.32,MVS,567052.4278178697,2815156.341128771
M107_4356_2016,M107_4356,2016-7,LUT_APOD,1,1.6666666666666667,15.24,15.24,15.24,MVS,562711.7684394165,2798582.9011262953
L08_4749_2018,L08_4749,2018-2,LUT_APOD,7,11.666666666666666,7.62,10.16,12.7,MVS,580049.2202218926,2813435.791021734
L20_4746_2018,L20_4746,2018-2,LUT_APOD,3,5,7.62,10.16,12.7,MVS,580798.6486172086,2815563.2890103967
M95_4770_2018,M95_4770,2018-3,LUT_APOD,7,11.666666666666666,5.08,12.7,17.78,MVS,568508.2261456555,2805314.2616079263
L10_4911_2018,L10_4911,2018-8,LUT_APOD,4,6.666666666666667,10.16,12.7,15.24,MVS,580425.8337653722,2814523.354913029
M29_4687_2018,M29_4687,2018-2,LUT_APOD,6,10,5.08,10.16,12.7,MVS,569990.0045934914,2828081.9461643207
L21_4745_2018,L21_4745,2018-2,LUT_APOD,1,1.6666666666666667,7.62,7.62,7.62,MVS,580832.4118371026,2815633.2628144445
M91_4312_2016,M91_4312,2016-7,LUT_APOD,6,10,10.16,10.16,12.7,MVS,569528.7442266642,2808769.1193316514
L02_4919_2018,L02_4919,2018-8,LUT_APOD,1,1.6666666666666667,17.78,17.78,17.78,MVS,578948.7950785286,2810408.135936072
M40_4885_2018,M40_4885,2018-7,LUT_APOD,5,8.333333333333332,10.16,10.16,12.7,MVS,567227.5968125416,2822516.1194026037
M52_4712_2018,M52_4712,2018-2,LUT_APOD,1,1.6666666666666667,7.62,7.62,7.62,MVS,566405.207239073,2820166.4583331365
M82_4327_2016,M82_4327,2016-7,LUT_APOD,1,1.6666666666666667,15.24,15.24,15.24,MVS,567692.0692890943,2810935.8282367378
M31_4260_2016,M31_4260,2016-7,LUT_APOD,3,5,10.16,12.7,15.24,MVS,569558.8017766852,2826916.127261743
L14_5944_2022,L14_5944,2022-8,LUT_APOD,2,3.3333333333333335,15.24,17.78,20.32,MVS,581422.3931634037,2820462.0745943617
M80_4877_2018,M80_4877,2018-7,LUT_APOD,10,16.666666666666664,10.16,12.7,15.24,MVS,567825.0126021978,2811496.856289147
L01_4920_2018,L01_4920,2018-8,LUT_APOD,2,3.3333333333333335,15.24,20.32,25.4,MVS,578483.8986503737,2810098.6473581246
M109_4297_2016,M109_4297,2016-7,LUT_APOD,1,1.6666666666666667,12.7,12.7,12.7,MVS,563052.0903133075,2797922.2636091653
M93_4820_2018,M93_4820,2018-7,LUT_APOD,10,16.666666666666664,12.7,15.24,20.32,MVS,570106.7163453931,2806923.828471467
M52_4372_2016,M52_4372,2016-8,LUT_APOD,10,16.666666666666664,10.16,12.7,17.78,MVS,566402.1261478228,2820179.7322490374
M59_4720_2018,M59_4720,2018-2,LUT_APOD,1,1.6666666666666667,5.08,5.08,5.08,MVS,566321.392010308,2818218.068296695
M104_4797_2018,M104_4797,2018-3,LUT_APOD,1,1.6666666666666667,5.08,5.08,5.08,MVS,563318.795780718,2800297.775002996
M66_4939_2018,M66_4939,2018-8,LUT_APOD,6,10,10.16,15.24,20.32,MVS,567065.5204175265,2815151.97691691
L20_4333_2016,L20_4333,2016-7,LUT_APOD,4,6.666666666666667,10.16,12.7,15.24,MVS,580807.5237172933,2815592.136570488
L13_4240_2016,L13_4240,2016-4,LUT_APOD,6,10,7.62,10.16,17.78,MVS,581375.2456655845,2820777.4171482283
M85_6079_2022,M85_6079,2022-9,LUT_APOD,2,3.3333333333333335,12.7,13.97,15.24,MVS,567586.2647116655,2809976.2663946343
M59_6054_2022,M59_6054,2022-9,LUT_APOD,4,6.666666666666667,7.62,7.62,20.32,MVS,566309.324279558,2818219.1159472875
M44_4889_2018,M44_4889,2018-7,LUT_APOD,1,1.6666666666666667,12.7,12.7,12.7,MVS,566806.0037605622,2821820.7490222803
M85_4384_2016,M85_4384,2016-8,LUT_APOD,10,16.666666666666664,12.7,15.24,20.32,MVS,567592.2661188483,2809982.9411317944
M55_4167_2016,M55_4167,2016-2,LUT_APOD,1,1.6666666666666667,10.16,10.16,10.16,MVS,566340.531809919,2819021.051337123
M65_5817_2022,M65_5817,2022-1,LUT_APOD,1,1.6666666666666667,12.7,12.7,12.7,MVS,566735.8020204441,2815542.3608500063
M93_4286_2016,M93_4286,2016-7,LUT_APOD,4,6.666666666666667,12.7,12.7,15.24,MVS,570106.7625281556,2806914.969315971
L13_4279_2016,L13_4279,2016-7,LUT_APOD,4,6.666666666666667,10.16,12.7,12.7,MVS,581378.3505849014,2820762.669747038
M54_4899_2018,M54_4899,2018-7,LUT_APOD,3,5,6.35,7.62,10.16,MVS,566296.3906995499,2819409.541477464
M67_4727_2018,M67_4727,2018-2,LUT_APOD,3,5,5.08,7.62,10.16,MVS,567302.5666841518,2814999.2324220897
L01_5967_2022,L01_5967,2022-8,LUT_APOD,1,1.6666666666666667,20.32,20.32,20.32,MVS,578481.8417184113,2810106.387486556
M49_6040_2022,M49_6040,2022-8,LUT_APOD,1,1.6666666666666667,12.7,12.7,12.7,MVS,566669.20294978,2821040.4306649985
L17_5947_2022,L17_5947,2022-8,LUT_APOD,1,1.6666666666666667,10.16,10.16,10.16,MVS,581935.1157827921,2818799.567739764
M64_4937_2018,M64_4937,2018-8,LUT_APOD,6,10,5.08,10.16,15.24,MVS,566639.4395893186,2815915.0848051514
L05_4916_2018,L05_4916,2018-8,LUT_APOD,10,16.666666666666664,7.62,10.16,15.24,MVS,579397.3904037568,2811769.6259879824
M55_4900_2018,M55_4900,2018-7,LUT_APOD,3,5,10.16,10.16,12.7,MVS,566342.4761850492,2819034.3501668945
L07_4337_2016,L07_4337,2016-7,LUT_APOD,1,1.6666666666666667,10.16,10.16,10.16,MVS,579942.673545088,2813259.0697503835
M57_5895_2022,M57_5895,2022-2,LUT_APOD,1,1.6666666666666667,10.16,10.16,10.16,MVS,566404.8441786948,2818619.372335303
L13_4925_2018,L13_4925,2018-8,LUT_APOD,7,11.666666666666666,7.62,12.7,20.32,MVS,581378.3752941024,2820758.6091663633
M111_6000_2022,M111_6000,2022-8,LUT_APOD,2,3.3333333333333335,12.7,15.24,17.78,MVS,562679.5122440734,2797074.478393049
M93_6051_2022,M93_6051,2022-8,LUT_APOD,1,1.6666666666666667,25.4,25.4,25.4,MVS,570114.7184776303,2806932.7295855037
M42_4887_2018,M42_4887,2018-7,LUT_APOD,5,8.333333333333332,10.16,12.7,15.24,MVS,566916.6084858046,2822210.0129736285
M100_4305_2016,M100_4305,2016-7,LUT_APOD,4,6.666666666666667,10.16,10.16,12.7,MVS,565720.3813938806,2800719.0059722075
L09_4235_2016,L09_4235,2016-4,LUT_APOD,1,1.6666666666666667,10.16,10.16,10.16,MVS,580241.379058168,2813925.3287403597
L10_4334_2016,L10_4334,2016-7,LUT_APOD,3,5,7.62,10.16,15.24,MVS,580423.8360710775,2814521.1280077184
M55_4375_2016,M55_4375,2016-8,LUT_APOD,1,1.6666666666666667,15.24,15.24,15.24,MVS,566342.5475534978,2819019.9538972913
M88_4869_2018,M88_4869,2018-7,LUT_APOD,4,6.666666666666667,10.16,15.24,20.32,MVS,568062.7758234453,2808636.4757904857
M85_5884_2022,M85_5884,2022-1,LUT_APOD,1,1.6666666666666667,12.7,12.7,12.7,MVS,567592.3162734895,2809972.974577687
M65_4725_2018,M65_4725,2018-2,LUT_APOD,1,1.6666666666666667,7.62,7.62,7.62,MVS,566734.7966318039,2815542.3558434392
M52_4897_2018,M52_4897,2018-7,LUT_APOD,5,8.333333333333332,10.16,12.7,15.24,MVS,566395.1073589026,2820176.375105409
L01_5926_2022,L01_5926,2022-3,LUT_APOD,1,1.6666666666666667,17.78,17.78,17.78,MVS,578478.8048545818,2810109.692090747
L11_4923_2018,L11_4923,2018-8,LUT_APOD,6,10,10.16,15.24,20.32,MVS,582590.028074323,2821808.1721884585
M110_4815_2018,M110_4815,2018-7,LUT_APOD,1,1.6666666666666667,10.16,10.16,10.16,MVS,562718.6392149716,2797537.5511964415
L01_4795_2018,L01_4795,2018-3,LUT_APOD,1,1.6666666666666667,15.24,15.24,15.24,MVS,578482.8798905666,2810100.8563045
M51_4711_2018,M51_4711,2018-2,LUT_APOD,1,1.6666666666666667,10.16,10.16,10.16,MVS,566319.5538566747,2820414.0986625105
M107_6004_2022,M107_6004,2022-8,LUT_APOD,1,1.6666666666666667,17.78,17.78,17.78,MVS,562701.7173664933,2798579.532228901
M65_4346_2016,M65_4346,2016-7,LUT_APOD,6,10,10.16,10.16,17.78,MVS,566748.9382609627,2815529.1371277715
L07_4233_2016,L07_4233,2016-4,LUT_APOD,1,1.6666666666666667,7.62,7.62,7.62,MVS,579954.6613426034,2813272.4306937978
M48_4893_2018,M48_4893,2018-7,LUT_APOD,5,8.333333333333332,7.62,10.16,12.7,MVS,567067.6122065439,2820954.935515643
M27_4685_2018,M27_4685,2018-2,LUT_APOD,1,1.6666666666666667,7.62,7.62,7.62,MVS,569966.7189821389,2828690.9234991334
M34_4866_2018,M34_4866,2018-7,LUT_APOD,6,10,10.16,12.7,15.24,MVS,569077.3062499453,2825487.969710631
L14_4280_2016,L14_4280,2016-7,LUT_APOD,2,3.3333333333333335,7.62,7.62,10.16,MVS,581419.8662126273,2820546.9653871274
M46_5905_2022,M46_5905,2022-2,LUT_APOD,2,3.3333333333333335,10.16,10.16,10.16,MVS,566984.3889206791,2821317.7576695764
M102_4829_2018,M102_4829,2018-7,LUT_APOD,2,3.3333333333333335,15.24,15.24,15.24,MVS,563876.135019181,2800995.8520453307
L09_4748_2018,L09_4748,2018-2,LUT_APOD,5,8.333333333333332,7.62,10.16,12.7,MVS,580241.4320682585,2813916.469380771
L11_4238_2016,L11_4238,2016-4,LUT_APOD,2,3.3333333333333335,15.24,15.24,15.24,MVS,582575.9246052847,2821813.6224438353
L20_5934_2022,L20_5934,2022-4,LUT_APOD,1,1.6666666666666667,7.62,7.62,7.62,MVS,580811.6254945106,2815578.8717429573
L00_5968_2022,L00_5968,2022-8,LUT_APOD,15,25,12.7,25.4,30.48,MVS,577552.6613708436,2809718.920976489
M65_4938_2018,M65_4938,2018-8,LUT_APOD,4,6.666666666666667,6.35,10.16,15.24,MVS,566752.0095889277,2815518.078138877
L10_5935_2022,L10_5935,2022-4,LUT_APOD,1,1.6666666666666667,7.62,7.62,7.62,MVS,580432.7991152513,2814535.578768534
M95_6059_2022,M95_6059,2022-9,LUT_APOD,5,8.333333333333332,10.16,12.7,17.78,MVS,568510.232823319,2805315.3792423513
M83_6077_2022,M83_6077,2022-9,LUT_APOD,2,3.3333333333333335,12.7,13.97,15.24,MVS,567775.2051520168,2810605.127729797
M108_4801_2018,M108_4801,2018-3,LUT_APOD,5,8.333333333333332,12.7,15.24,22.86,MVS,562780.5843940675,2798288.6535967006
M87_4870_2018,M87_4870,2018-7,LUT_APOD,1,1.6666666666666667,17.78,17.78,17.78,MVS,567661.4508508076,2809027.5838917526
M64_4345_2016,M64_4345,2016-7,LUT_APOD,2,3.3333333333333335,10.16,NA,12.7,MVS,566643.389429712,2815929.5010262625
M52_3840_2014,M52_3840,2014-9,LUT_APOD,1,1.6666666666666667,NA,12.7,NA,MVS,566418.3332565648,2820154.341725164
L11_5941_2022,L11_5941,2022-8,LUT_APOD,6,10,7.62,15.24,15.24,MVS,582575.1043612988,2821783.7155029764
M104_4831_2018,M104_4831,2018-7,LUT_APOD,15,25,10.16,15.24,20.32,MVS,563280.2672483404,2800357.393759675
M83_4874_2018,M83_4874,2018-7,LUT_APOD,6,10,5.08,12.7,15.24,MVS,567778.2224334847,2810605.142958952
M92_6049_2022,M92_6049,2022-8,LUT_APOD,1,1.6666666666666667,27.94,27.94,27.94,MVS,569620.0935585005,2807446.2193700853
M46_4891_2018,M46_4891,2018-7,LUT_APOD,30,50,7.62,10.16,15.24,MVS,566985.3383934916,2821328.8367980975
L21_4245_2016,L21_4245,2016-4,LUT_APOD,1,1.6666666666666667,12.7,12.7,12.7,MVS,580825.3940209511,2815629.8980958634
M60_4905_2018,M60_4905,2018-7,LUT_APOD,10,16.666666666666664,10.16,12.7,15.24,MVS,566308.7070725028,2817937.8253674754
L15_4927_2018,L15_4927,2018-8,LUT_APOD,1,1.6666666666666667,10.16,10.16,10.16,MVS,582310.6024208196,2819528.373625407
M91_6028_2022,M91_6028,2022-8,LUT_APOD,4,6.666666666666667,10.16,12.7,17.78,MVS,569527.2355547555,2808282.951782774
M64_4719_2018,M64_4719,2018-2,LUT_APOD,1,1.6666666666666667,7.62,7.62,7.62,MVS,566637.1614580124,2815766.6780098043
M39_4884_2018,M39_4884,2018-7,LUT_APOD,2,3.3333333333333335,12.7,12.7,12.7,MVS,567201.2711915821,2823154.9797139256
L08_4336_2016,L08_4336,2016-7,LUT_APOD,6,10,7.62,12.7,15.24,MVS,580044.2386280218,2813428.0090836994
L05_4791_2018,L05_4791,2018-3,LUT_APOD,1,1.6666666666666667,7.62,7.62,7.62,MVS,579409.4849450752,2811765.2677199873
L12_4739_2018,L12_4739,2018-2,LUT_APOD,5,8.333333333333332,10.16,12.7,17.78,MVS,582138.4727598734,2821369.0446713977
M63_4936_2018,M63_4936,2018-8,LUT_APOD,1,1.6666666666666667,15.24,15.24,15.24,MVS,566587.3073289453,2816694.4559146953
N04_5940_2022,N04_5940,2022-8,LUT_APOD,6,10,5.08,10.16,12.7,MVS,582537.1479030228,2822234.224231927
M99_4826_2018,M99_4826,2018-7,LUT_APOD,20,33.33333333333333,10.16,12.7,20.32,MVS,566109.2616247053,2801671.0629239692
M51_4896_2018,M51_4896,2018-7,LUT_APOD,10,16.666666666666664,10.16,12.7,15.24,MVS,566317.5767577724,2820407.4442527206
M34_4694_2018,M34_4694,2018-2,LUT_APOD,3,5,7.62,7.62,7.62,MVS,569078.3395515953,2825482.4378200495
L00_4796_2018,L00_4796,2018-3,LUT_APOD,1,1.6666666666666667,15.24,15.24,15.24,MVS,577550.6752542307,2809714.4797235522
M90_4313_2016,M90_4313,2016-7,LUT_APOD,4,6.666666666666667,10.16,10.16,15.24,MVS,569239.8321682923,2808028.9754622653
M63_4382_2016,M63_4382,2016-8,LUT_APOD,1,1.6666666666666667,12.7,12.7,12.7,MVS,566590.3672760205,2816685.611686804
M47_5906_2022,M47_5906,2022-2,LUT_APOD,1,1.6666666666666667,7.62,7.62,7.62,MVS,566963.3059392786,2821112.7762218565
L13_5943_2022,L13_5943,2022-8,LUT_APOD,3,5,7.62,10.16,15.24,MVS,581378.3887718343,2820756.394304187
M28_5997_2022,M28_5997,2022-8,LUT_APOD,2,3.3333333333333335,15.24,15.24,15.24,MVS,570053.6901826304,2828196.3483318286
L13_4740_2018,L13_4740,2018-2,LUT_APOD,6,10,7.62,10.16,15.24,MVS,581385.2891508045,2820778.5857382286
L08_5937_2022,L08_5937,2022-4,LUT_APOD,1,1.6666666666666667,10.16,10.16,10.16,MVS,580047.248733557,2813429.134505595
M60_6055_2022,M60_6055,2022-9,LUT_APOD,3,5,15.24,17.78,20.32,MVS,566306.7021406959,2817936.7080067797
L05_4339_2016,L05_4339,2016-7,LUT_APOD,6,10,7.62,12.7,15.24,MVS,579402.3533637766,2811780.729890911
M109_4816_2018,M109_4816,2018-7,LUT_APOD,15,25,12.7,17.78,25.4,MVS,563055.2552628743,2797891.2712910045
M99_4774_2018,M99_4774,2018-3,LUT_APOD,11,18.333333333333332,7.62,12.7,20.32,MVS,566109.2398965807,2801675.4924504333
M36_4881_2018,M36_4881,2018-7,LUT_APOD,3,5,7.62,12.7,15.24,MVS,568991.2490441214,2824643.650099855
M60_5908_2022,M60_5908,2022-2,LUT_APOD,4,6.666666666666667,7.62,10.16,20.32,MVS,566309.7232501189,2817935.6155383517
M88_4757_2018,M88_4757,2018-3,LUT_APOD,1,1.6666666666666667,5.08,5.08,5.08,MVS,568062.8375163894,2808624.2944591455
M91_4113_2016,M91_4113,2016-2,LUT_APOD,2,3.3333333333333335,10.16,15.24,20.32,MVS,569524.0802686408,2808309.513663009
L04_4917_2018,L04_4917,2018-8,LUT_APOD,7,11.666666666666666,12.7,15.24,17.78,MVS,579581.5076426178,2811249.1053035073
M36_5869_2022,M36_5869,2022-1,LUT_APOD,1,1.6666666666666667,7.62,7.62,7.62,MVS,568990.1985592459,2824652.5042423215
M82_4875_2018,M82_4875,2018-7,LUT_APOD,2,3.3333333333333335,15.24,21.59,27.94,MVS,567698.0534497267,2810945.8252288587
L15_4329_2016,L15_4329,2016-7,LUT_APOD,1,1.6666666666666667,15.24,15.24,15.24,MVS,582305.5563930067,2819531.6650031786
L09_4912_2018,L09_4912,2018-8,LUT_APOD,15,25,5.08,12.7,17.78,MVS,580241.4917044234,2813906.5026013465
N04_4237_2016,N04_4237,2016-4,LUT_APOD,1,1.6666666666666667,7.62,7.62,7.62,MVS,582530.4075423008,2822186.5610866193
M67_5819_2022,M67_5819,2022-1,LUT_APOD,15,25,7.62,15.24,25.4,MVS,567287.3962856849,2815016.87512738
M26_4684_2018,M26_4684,2018-2,LUT_APOD,2,3.3333333333333335,10.16,10.16,12.7,MVS,569795.6719234281,2829322.3831510223
M99_6063_2022,M99_6063,2022-9,LUT_APOD,2,3.3333333333333335,17.78,17.78,17.78,MVS,566114.0655899323,2801717.5976383095
M42_6033_2022,M42_6033,2022-8,LUT_APOD,1,1.6666666666666667,10.16,10.16,10.16,MVS,566915.6368644454,2822203.363479665
L07_4750_2018,L07_4750,2018-2,LUT_APOD,6,10,7.62,10.16,12.7,MVS,579952.6699786859,2813269.096450508
M108_6003_2022,M108_6003,2022-8,LUT_APOD,2,3.3333333333333335,12.7,13.97,15.24,MVS,562784.6110861443,2798288.6723290896
M36_4190_2016,M36_4190,2016-3,LUT_APOD,1,1.6666666666666667,10.16,10.16,10.16,MVS,568994.234558091,2824649.2027580882
L05_5963_2022,L05_5963,2022-8,LUT_APOD,1,1.6666666666666667,12.7,12.7,12.7,MVS,579406.4940667532,2811760.8202077784
L16_5946_2022,L16_5946,2022-8,LUT_APOD,1,1.6666666666666667,15.24,15.24,15.24,MVS,582107.407151802,2819061.986889255
M95_4822_2018,M95_4822,2018-7,LUT_APOD,8,13.333333333333334,7.62,10.16,15.24,MVS,568503.2009944039,2805313.1286081
M118_4804_2018,M118_4804,2018-7,LUT_APOD,5,8.333333333333332,10.16,12.7,20.32,MVS,560362.6859752263,2791486.018685667
M108_5917_2022,M108_5917,2022-2,LUT_APOD,1,1.6666666666666667,7.62,7.62,7.62,MVS,562784.66775497,2798276.491231416
L14_4926_2018,L14_4926,2018-8,LUT_APOD,10,16.666666666666664,7.62,15.24,22.86,MVS,581429.8469382165,2820558.47002751
M109_6002_2022,M109_6002,2022-8,LUT_APOD,1,1.6666666666666667,20.32,20.32,20.32,MVS,563055.1518007067,2797913.4187382953
L01_4343_2016,L01_4343,2016-7,LUT_APOD,3,5,7.62,12.7,15.24,MVS,578480.8035470275,2810111.9186687074
M61_6056_2022,M61_6056,2022-9,LUT_APOD,3,5,7.62,12.7,15.24,MVS,566301.1554042175,2817432.799599032
M83_4328_2016,M83_4328,2016-7,LUT_APOD,3,5,10.16,12.7,15.24,MVS,567767.1311252165,2810610.624102031
M57_4902_2018,M57_4902,2018-7,LUT_APOD,9,15,10.16,12.7,15.24,MVS,566400.8235501965,2818619.3523885086
N04_4276_2016,N04_4276,2016-7,LUT_APOD,3,5,12.7,12.7,15.24,MVS,582523.4642042631,2822226.0182357794
L08_4913_2018,L08_4913,2018-8,LUT_APOD,15,25,7.62,12.7,17.78,MVS,580045.2309820221,2813430.229922514
M34_6012_2022,M34_6012,2022-8,LUT_APOD,18,30,7.62,15.24,17.78,MVS,569071.3013015982,2825483.5088440753
L21_4332_2016,L21_4332,2016-7,LUT_APOD,3,5,7.62,12.7,15.24,MVS,580833.3704860724,2815641.0208417103
M107_4834_2018,M107_4834,2018-7,LUT_APOD,6,10,7.62,12.7,15.24,MVS,562705.6719290217,2798595.054159068
L12_4278_2016,L12_4278,2016-7,LUT_APOD,3,5,12.7,15.24,17.78,MVS,582169.0645314816,2821297.246768093
