ID_SURV,ID_SITE,DATE,SPECIES_CODE,NO,DENSITY,MIN_LEN,AVE_LEN,MAX_LEN,SOURCE,x,y
L06_3728_2014,L06_3728,2014-3,SPA_RUBR,1,1.6666666666666667,12.7,12.7,12.7,MVS,579575.5549752221,2812761.853796799
L05_4231_2016,L05_4231,2016-4,SPA_RUBR,1,1.6666666666666667,15.24,15.24,15.24,MVS,579408.3678705664,2811784.087836229
L13_5943_2022,L13_5943,2022-8,SPA_RUBR,1,1.6666666666666667,15.24,15.24,15.24,MVS,581378.3887718343,2820756.394304187
L14_5944_2022,L14_5944,2022-8,SPA_RUBR,3,5,15.24,17.78,20.32,MVS,581422.3931634037,2820462.0745943617
L01_4795_2018,L01_4795,2018-3,SPA_RUBR,1,1.6666666666666667,10.16,10.16,10.16,MVS,578482.8798905666,2810100.8563045
L13_4240_2016,L13_4240,2016-4,SPA_VIRI,1,1.6666666666666667,12.7,12.7,12.7,MVS,581375.2456655845,2820777.4171482283
L11_5941_2022,L11_5941,2022-8,SPA_VIRI,1,1.6666666666666667,15.24,15.24,15.24,MVS,582575.1043612988,2821783.7155029764
L12_4739_2018,L12_4739,2018-2,SPA_VIRI,1,1.6666666666666667,17.78,17.78,17.78,MVS,582138.4727598734,2821369.0446713977
L05_5930_2022,L05_5930,2022-3,SPA_VIRI,1,1.6666666666666667,15.24,15.24,15.24,MVS,579403.3459547609,2811782.95067176
L13_4740_2018,L13_4740,2018-2,SPA_VIRI,1,1.6666666666666667,10.16,10.16,10.16,MVS,581385.2891508045,2820778.5857382286
L06_5962_2022,L06_5962,2022-8,SPA_VIRI,1,1.6666666666666667,15.24,15.24,15.24,MVS,579579.643142127,2812750.8034823807
L12_5942_2022,L12_5942,2022-8,SPA_VIRI,1,1.6666666666666667,10.16,10.16,10.16,MVS,582140.4691116256,2821371.271886154
N04_3663_2014,N04_3663,2014-2,SPA_VIRI,4,6.666666666666667,5.08,10.16,11.43,MVS,582465.5392634948,2822275.866338543
L05_3729_2014,L05_3729,2014-3,SPH_BARR,1,1.6666666666666667,15.24,15.24,15.24,MVS,579400.3812829534,2811774.0734981834
M59_6054_2022,M59_6054,2022-9,SPH_BARR,1,1.6666666666666667,38.1,38.1,38.1,MVS,566309.324279558,2818219.1159472875
M99_4774_2018,M99_4774,2018-3,SPH_BARR,1,1.6666666666666667,45.72,45.72,45.72,MVS,566109.2398965807,2801675.4924504333
L10_4334_2016,L10_4334,2016-7,SPH_BARR,32,53.333333333333336,15.24,25.4,40.64,MVS,580423.8360710775,2814521.1280077184
L16_4330_2016,L16_4330,2016-7,SPH_BARR,4,6.666666666666667,5.08,35.56,58.42,MVS,582083.4600897513,2819033.0457220925
M54_4714_2018,M54_4714,2018-2,SPH_BARR,1,1.6666666666666667,30.48,30.48,30.48,MVS,566294.4079380824,2819403.994488604
L04_3730_2014,L04_3730,2014-3,SPH_BARR,1,1.6666666666666667,35.56,35.56,35.56,MVS,579580.5281668885,2811244.6696807276
M36_4696_2018,M36_4696,2018-2,SPH_BARR,1,1.6666666666666667,20.32,20.32,20.32,MVS,568989.1938513179,2824652.4990510144
L08_4913_2018,L08_4913,2018-8,SPH_BARR,8,13.333333333333334,15.24,25.4,38.1,MVS,580045.2309820221,2813430.229922514
L04_5929_2022,L04_5929,2022-3,SPH_BARR,1,1.6666666666666667,5.08,5.08,5.08,MVS,579579.5618193218,2811238.019227608
M86_3654_2014,M86_3654,2014-1,SPH_BARR,2,3.3333333333333335,27.94,33.02,38.1,MVS,567691.323526725,2809487.314553653
M46_6037_2022,M46_6037,2022-8,SPH_BARR,4,6.666666666666667,10.16,25.4,25.4,MVS,566980.3302644643,2821325.489396203
M28_3801_2014,M28_3801,2014-8,SPH_BARR,1,1.6666666666666667,NA,17.78,NA,MVS,570046.9092553731,2828148.6922000106
M87_4117_2016,M87_4117,2016-2,SPH_BARR,1,1.6666666666666667,25.4,25.4,25.4,MVS,567698.6571947592,2809029.986139532
L02_5927_2022,L02_5927,2022-3,SPH_BARR,2,3.3333333333333335,5.08,6.35,7.62,MVS,578943.8116689083,2810400.35448167
M107_4356_2016,M107_4356,2016-7,SPH_BARR,3,5,2.54,15.24,30.48,MVS,562711.7684394165,2798582.9011262953
M65_4938_2018,M65_4938,2018-8,SPH_BARR,7,11.666666666666666,10.16,20.32,40.64,MVS,566752.0095889277,2815518.078138877
M57_4902_2018,M57_4902,2018-7,SPH_BARR,5,8.333333333333332,7.62,12.7,30.48,MVS,566400.8235501965,2818619.3523885086
M24_4253_2016,M24_4253,2016-7,SPH_BARR,1,1.6666666666666667,30.48,30.48,30.48,MVS,569524.320954222,2830958.1525799055
L01_5967_2022,L01_5967,2022-8,SPH_BARR,2,3.3333333333333335,6.35,19.685,33.02,MVS,578481.8417184113,2810106.387486556
M100_4305_2016,M100_4305,2016-7,SPH_BARR,1,1.6666666666666667,35.56,35.56,35.56,MVS,565720.3813938806,2800719.0059722075
M85_5884_2022,M85_5884,2022-1,SPH_BARR,1,1.6666666666666667,30.48,30.48,30.48,MVS,567592.3162734895,2809972.974577687
M62_4381_2016,M62_4381,2016-8,SPH_BARR,1,1.6666666666666667,12.7,12.7,12.7,MVS,566338.0888883267,2817079.71230206
M99_3750_2014,M99_3750,2014-3,SPH_BARR,2,3.3333333333333335,10.16,13.97,17.78,MVS,566109.2018722853,2801683.244121802
L17_4929_2018,L17_4929,2018-8,SPH_BARR,6,10,5.08,20.32,38.1,MVS,581934.1173900835,2818798.4541568323
M67_4940_2018,M67_4940,2018-8,SPH_BARR,4,6.666666666666667,12.7,12.7,35.56,MVS,567303.4720288909,2815019.170693368
N04_3663_2014,N04_3663,2014-2,SPH_BARR,1,1.6666666666666667,30.48,30.48,30.48,MVS,582465.5392634948,2822275.866338543
L08_4749_2018,L08_4749,2018-2,SPH_BARR,2,3.3333333333333335,30.48,30.48,30.48,MVS,580049.2202218926,2813435.791021734
M52_4170_2016,M52_4170,2016-2,SPH_BARR,1,1.6666666666666667,30.48,30.48,30.48,MVS,566403.0762129104,2820190.811308342
M85_4384_2016,M85_4384,2016-8,SPH_BARR,8,13.333333333333334,25.4,30.48,40.64,MVS,567592.2661188483,2809982.9411317944
M50_5891_2022,M50_5891,2022-2,SPH_BARR,2,3.3333333333333335,27.94,29.21,30.48,MVS,566541.8410799147,2820985.5319063407
L04_4340_2016,L04_4340,2016-7,SPH_BARR,25,41.66666666666667,10.16,15.24,55.88,MVS,579574.5003257976,2811243.5264961594
M42_4702_2018,M42_4702,2018-2,SPH_BARR,1,1.6666666666666667,33.02,33.02,33.02,MVS,566914.5987094962,2822210.0029112813
L10_3673_2014,L10_3673,2014-2,SPH_BARR,4,6.666666666666667,25.4,33.02,40.64,MVS,580421.8383761133,2814518.901102729
L14_5944_2022,L14_5944,2022-8,SPH_BARR,4,6.666666666666667,7.62,27.94,35.56,MVS,581422.3931634037,2820462.0745943617
M120_5983_2022,M120_5983,2022-8,SPH_BARR,2,3.3333333333333335,15.24,22.86,30.48,MVS,560210.1216642426,2794308.060509543
L00_4921_2018,L00_4921,2018-8,SPH_BARR,4,6.666666666666667,15.24,25.4,43.18,MVS,577555.583001305,2809735.549545107
M93_4820_2018,M93_4820,2018-7,SPH_BARR,2,3.3333333333333335,25.4,29.21,33.02,MVS,570106.7163453931,2806923.828471467
M56_4901_2018,M56_4901,2018-7,SPH_BARR,9,15,7.62,15.24,30.48,MVS,566366.4782348912,2818856.172542913
L11_4738_2018,L11_4738,2018-2,SPH_BARR,2,3.3333333333333335,25.4,38.1,50.8,MVS,582588.9957586877,2821812.5957179614
M93_4752_2018,M93_4752,2018-3,SPH_BARR,2,3.3333333333333335,22.86,30.48,40.64,MVS,570116.730556428,2806932.740075868
M89_6030_2022,M89_6030,2022-8,SPH_BARR,1,1.6666666666666667,30.48,30.48,30.48,MVS,568739.0058330608,2808195.840822033
M35_3808_2014,M35_3808,2014-8,SPH_BARR,1,1.6666666666666667,NA,15.24,NA,MVS,569045.8346918116,2824968.414125793
M83_3651_2014,M83_3651,2014-1,SPH_BARR,3,5,30.48,40.64,63.5,MVS,567775.2498659259,2810596.268561779
M80_4736_2018,M80_4736,2018-2,SPH_BARR,3,5,25.4,30.48,38.1,MVS,567807.6752654237,2811544.3879978904
M65_4123_2016,M65_4123,2016-2,SPH_BARR,4,6.666666666666667,22.86,25.4,27.94,MVS,566737.7741942897,2815550.1226717997
L03_4229_2016,L03_4229,2016-4,SPH_BARR,10,16.666666666666664,5.08,30.48,50.8,MVS,579245.1709716711,2810636.909238903
M56_4166_2016,M56_4166,2016-2,SPH_BARR,1,1.6666666666666667,25.4,25.4,25.4,MVS,566378.6058159578,2818842.9434986785
L15_4329_2016,L15_4329,2016-7,SPH_BARR,2,3.3333333333333335,5.08,NA,25.4,MVS,582305.5563930067,2819531.6650031786
L09_5951_2022,L09_5951,2022-8,SPH_BARR,7,11.666666666666666,7.62,15.24,40.64,MVS,580238.3823324875,2813921.9884309447
M92_5826_2022,M92_5826,2022-1,SPH_BARR,1,1.6666666666666667,30.48,30.48,30.48,MVS,569623.1287616171,2807442.9128141105
M52_4897_2018,M52_4897,2018-7,SPH_BARR,3,5,7.62,15.24,35.56,MVS,566395.1073589026,2820176.375105409
L14_4926_2018,L14_4926,2018-8,SPH_BARR,2,3.3333333333333335,20.32,31.75,43.18,MVS,581429.8469382165,2820558.47002751
M120_4807_2018,M120_4807,2018-7,SPH_BARR,1,1.6666666666666667,33.02,33.02,33.02,MVS,560205.1361553174,2794296.9644462825
M39_3812_2014,M39_3812,2014-8,SPH_BARR,3,5,7.62,12.7,15.24,MVS,567199.3005471946,2823147.217720659
M100_5834_2022,M100_5834,2022-1,SPH_BARR,2,3.3333333333333335,30.48,60.96,91.44,MVS,565727.3674841487,2800731.2214954165
M52_4372_2016,M52_4372,2016-8,SPH_BARR,3,5,7.62,15.24,30.48,MVS,566402.1261478228,2820179.7322490374
M84_5883_2022,M84_5883,2022-1,SPH_BARR,1,1.6666666666666667,38.1,38.1,38.1,MVS,567554.8483891062,2810223.0636843685
M44_5903_2022,M44_5903,2022-2,SPH_BARR,1,1.6666666666666667,30.48,30.48,30.48,MVS,566804.0492694752,2821809.6648801374
M60_6055_2022,M60_6055,2022-9,SPH_BARR,3,5,7.62,12.7,30.48,MVS,566306.7021406959,2817936.7080067797
L17_4331_2016,L17_4331,2016-7,SPH_BARR,1,1.6666666666666667,35.56,35.56,35.56,MVS,581928.1202513378,2818792.880090315
M29_5998_2022,M29_5998,2022-8,SPH_BARR,2,3.3333333333333335,17.78,24.13,30.48,MVS,569976.9583488264,2828079.6627820875
M42_4361_2016,M42_4361,2016-8,SPH_BARR,1,1.6666666666666667,22.86,22.86,22.86,MVS,566911.5618684724,2822214.4174601696
M95_5829_2022,M95_5829,2022-1,SPH_BARR,1,1.6666666666666667,30.48,30.48,30.48,MVS,568509.2266657242,2805315.374120068
L05_4916_2018,L05_4916,2018-8,SPH_BARR,8,13.333333333333334,6.35,12.7,30.48,MVS,579397.3904037568,2811769.6259879824
M55_4900_2018,M55_4900,2018-7,SPH_BARR,3,5,12.7,12.7,15.24,MVS,566342.4761850492,2819034.3501668945
L21_4332_2016,L21_4332,2016-7,SPH_BARR,9,15,10.16,15.24,27.94,MVS,580833.3704860724,2815641.0208417103
L20_5934_2022,L20_5934,2022-4,SPH_BARR,1,1.6666666666666667,40.64,40.64,40.64,MVS,580811.6254945106,2815578.8717429573
L15_3668_2014,L15_3668,2014-2,SPH_BARR,1,1.6666666666666667,12.7,12.7,12.7,MVS,582307.4440050147,2819551.6111280457
M90_4114_2016,M90_4114,2016-2,SPH_BARR,3,5,20.32,22.86,25.4,MVS,569238.8718440277,2808020.111123579
L12_5942_2022,L12_5942,2022-8,SPH_BARR,1,1.6666666666666667,10.16,10.16,10.16,MVS,582140.4691116256,2821371.271886154
M67_3855_2014,M67_3855,2014-9,SPH_BARR,1,1.6666666666666667,NA,15.24,NA,MVS,567301.6112948749,2814989.2607626044
M30_3662_2014,M30_3662,2014-1,SPH_BARR,1,1.6666666666666667,33.02,33.02,33.02,MVS,569567.0873352351,2827317.806043428
M101_4828_2018,M101_4828,2018-7,SPH_BARR,2,3.3333333333333335,7.62,19.05,30.48,MVS,564595.4396416455,2801066.831167083
M33_4262_2016,M33_4262,2016-7,SPH_BARR,1,1.6666666666666667,12.7,12.7,12.7,MVS,569304.5463740753,2826226.33935643
M54_3764_2014,M54_3764,2014-4,SPH_BARR,2,3.3333333333333335,17.78,31.75,45.72,MVS,566307.4742123503,2819404.0592330014
L17_3888_2014,L17_3888,2014-10,SPH_BARR,3,5,25.4,27.94,33.02,MVS,581937.1261271911,2818799.580047042
M50_4895_2018,M50_4895,2018-7,SPH_BARR,2,3.3333333333333335,7.62,16.51,25.4,MVS,566553.9339055384,2820978.9474745877
M89_4115_2016,M89_4115,2016-2,SPH_BARR,1,1.6666666666666667,25.4,25.4,25.4,MVS,568745.9907930903,2808206.950775983
L05_5930_2022,L05_5930,2022-3,SPH_BARR,1,1.6666666666666667,20.32,20.32,20.32,MVS,579403.3459547609,2811782.95067176
M26_5995_2022,M26_5995,2022-8,SPH_BARR,1,1.6666666666666667,35.56,35.56,35.56,MVS,569793.6516088351,2829324.587479544
M60_3848_2014,M60_3848,2014-9,SPH_BARR,1,1.6666666666666667,NA,22.86,NA,MVS,566306.8611899137,2817904.5932963397
M104_4797_2018,M104_4797,2018-3,SPH_BARR,1,1.6666666666666667,30.48,30.48,30.48,MVS,563318.795780718,2800297.775002996
M53_5870_2022,M53_5870,2022-1,SPH_BARR,1,1.6666666666666667,45.72,45.72,45.72,MVS,566483.7917658759,2819723.8750310503
M36_4881_2018,M36_4881,2018-7,SPH_BARR,2,3.3333333333333335,12.7,15.24,17.78,MVS,568991.2490441214,2824643.650099855
M61_3849_2014,M61_3849,2014-9,SPH_BARR,5,8.333333333333332,12.7,17.78,22.86,MVS,566304.1875918225,2817429.4923212696
L11_3664_2014,L11_3664,2014-2,SPH_BARR,1,1.6666666666666667,55.88,55.88,55.88,MVS,582582.7950364434,2821840.244331391
M59_4904_2018,M59_4904,2018-7,SPH_BARR,4,6.666666666666667,10.16,12.7,38.1,MVS,566311.290769567,2818227.9851392647
M51_5892_2022,M51_5892,2022-2,SPH_BARR,1,1.6666666666666667,30.48,30.48,30.48,MVS,566310.5086572684,2820414.0538149714
N04_4237_2016,N04_4237,2016-4,SPH_BARR,1,1.6666666666666667,30.48,30.48,30.48,MVS,582530.4075423008,2822186.5610866193
M29_4258_2016,M29_4258,2016-7,SPH_BARR,1,1.6666666666666667,17.78,17.78,17.78,MVS,569974.6456245298,2828073.7442270294
M32_3701_2014,M32_3701,2014-2,SPH_BARR,4,6.666666666666667,25.4,30.48,35.56,MVS,569339.6565347351,2826429.554153493
L06_4915_2018,L06_4915,2018-8,SPH_BARR,1,1.6666666666666667,22.86,22.86,22.86,MVS,579578.6046787765,2812756.334604028
L14_5932_2022,L14_5932,2022-4,SPH_BARR,1,1.6666666666666667,3.81,3.81,3.81,MVS,581422.8723429526,2820548.4603171637
L14_3667_2014,L14_3667,2014-2,SPH_BARR,1,1.6666666666666667,43.18,43.18,43.18,MVS,581413.6651949233,2820574.9835938253
M65_3853_2014,M65_3853,2014-9,SPH_BARR,1,1.6666666666666667,NA,12.7,NA,MVS,566743.8947669591,2815532.4342944487
L20_4746_2018,L20_4746,2018-2,SPH_BARR,1,1.6666666666666667,30.48,30.48,30.48,MVS,580798.6486172086,2815563.2890103967
M85_3873_2014,M85_3873,2014-10,SPH_BARR,7,11.666666666666666,25.4,30.48,35.56,MVS,567587.1869338994,2809992.882379275
M24_5852_2022,M24_5852,2022-1,SPH_BARR,2,3.3333333333333335,5.08,22.86,40.64,MVS,569512.0066910436,2830944.4296748987
M40_4885_2018,M40_4885,2018-7,SPH_BARR,3,5,7.62,15.24,22.86,MVS,567227.5968125416,2822516.1194026037
M90_6029_2022,M90_6029,2022-8,SPH_BARR,2,3.3333333333333335,7.62,16.51,25.4,MVS,569236.8200045173,2808027.852523327
M104_4152_2016,M104_4152,2016-2,SPH_BARR,6,10,20.32,25.4,33.02,MVS,563317.8932511726,2800275.6227582586
L01_3733_2014,L01_3733,2014-3,SPH_BARR,3,5,12.7,17.78,27.94,MVS,578480.8553135397,2810103.059373741
M24_4199_2016,M24_4199,2016-3,SPH_BARR,1,1.6666666666666667,10.16,10.16,10.16,MVS,569525.0097140076,2830954.464654704
L17_4244_2016,L17_4244,2016-4,SPH_BARR,5,8.333333333333332,5.08,5.08,7.62,MVS,581917.0633518887,2818792.8124116166
L04_4792_2018,L04_4792,2018-3,SPH_BARR,14,23.333333333333332,5.08,38.1,45.72,MVS,579581.5076426178,2811249.1053035073
M63_4382_2016,M63_4382,2016-8,SPH_BARR,3,5,10.16,20.32,25.4,MVS,566590.3672760205,2816685.611686804
L10_5935_2022,L10_5935,2022-4,SPH_BARR,2,3.3333333333333335,10.16,16.51,22.86,MVS,580432.7991152513,2814535.578768534
M48_5907_2022,M48_5907,2022-2,SPH_BARR,1,1.6666666666666667,30.48,30.48,30.48,MVS,567055.5413070901,2820957.0898528504
L13_4740_2018,L13_4740,2018-2,SPH_BARR,1,1.6666666666666667,38.1,38.1,38.1,MVS,581385.2891508045,2820778.5857382286
L05_4231_2016,L05_4231,2016-4,SPH_BARR,1,1.6666666666666667,25.4,25.4,25.4,MVS,579408.3678705664,2811784.087836229
L17_5947_2022,L17_5947,2022-8,SPH_BARR,3,5,12.7,12.7,40.64,MVS,581935.1157827921,2818799.567739764
M43_5902_2022,M43_5902,2022-2,SPH_BARR,1,1.6666666666666667,25.4,25.4,25.4,MVS,566848.918592088,2822081.2114307415
L15_5921_2022,L15_5921,2022-3,SPH_BARR,2,3.3333333333333335,30.48,31.75,33.02,MVS,582306.6023849279,2819525.0265998994
M27_3800_2014,M27_3800,2014-8,SPH_BARR,2,3.3333333333333335,10.16,NA,25.4,MVS,569957.9582966306,2828637.719723799
M27_5855_2022,M27_5855,2022-1,SPH_BARR,3,5,25.4,30.48,38.1,MVS,569950.352119135,2828747.3177651726
M42_6033_2022,M42_6033,2022-8,SPH_BARR,1,1.6666666666666667,22.86,22.86,22.86,MVS,566915.6368644454,2822203.363479665
M109_4802_2018,M109_4802,2018-3,SPH_BARR,1,1.6666666666666667,25.4,25.4,25.4,MVS,563053.1694355797,2797906.765098533
M46_4891_2018,M46_4891,2018-7,SPH_BARR,4,6.666666666666667,10.16,22.86,33.02,MVS,566985.3383934916,2821328.8367980975
M89_4756_2018,M89_4756,2018-3,SPH_BARR,1,1.6666666666666667,38.1,38.1,38.1,MVS,568731.9302599694,2808202.449178313
M43_6034_2022,M43_6034,2022-8,SPH_BARR,1,1.6666666666666667,25.4,25.4,25.4,MVS,566844.9433077145,2822072.3320460944
M89_4388_2016,M89_4388,2016-8,SPH_BARR,6,10,7.62,7.62,35.56,MVS,568730.9299804817,2808201.336640375
L12_4924_2018,L12_4924,2018-8,SPH_BARR,4,6.666666666666667,15.24,17.78,40.64,MVS,582151.6667806918,2821348.0837094304
M58_5896_2022,M58_5896,2022-2,SPH_BARR,1,1.6666666666666667,30.48,30.48,30.48,MVS,566323.9466920842,2818311.1051977915
M38_6016_2022,M38_6016,2022-8,SPH_BARR,2,3.3333333333333335,10.16,17.78,25.4,MVS,567202.4730905194,2823315.5645996663
M32_5860_2022,M32_5860,2022-1,SPH_BARR,4,6.666666666666667,25.4,30.48,30.48,MVS,569347.5665038135,2826453.9591544126
M46_4365_2016,M46_4365,2016-8,SPH_BARR,2,3.3333333333333335,25.4,NA,30.48,MVS,566984.394468838,2821316.650260224
M37_5898_2022,M37_5898,2022-2,SPH_BARR,1,1.6666666666666667,5.08,5.08,5.08,MVS,567447.064443894,2824028.882074115
M51_3839_2014,M51_3839,2014-9,SPH_BARR,1,1.6666666666666667,NA,7.62,NA,MVS,566336.5568460298,2820430.7944997116
L02_4342_2016,L02_4342,2016-7,SPH_BARR,15,25,10.16,15.24,35.56,MVS,578927.7254386052,2810399.1524795066
M49_5890_2022,M49_5890,2022-2,SPH_BARR,2,3.3333333333333335,7.62,11.43,15.24,MVS,566662.1957243488,2821034.858549269
M85_6079_2022,M85_6079,2022-9,SPH_BARR,1,1.6666666666666667,30.48,30.48,30.48,MVS,567586.2647116655,2809976.2663946343
L06_3728_2014,L06_3728,2014-3,SPH_BARR,1,1.6666666666666667,27.94,27.94,27.94,MVS,579575.5549752221,2812761.853796799
L03_4793_2018,L03_4793,2018-3,SPH_BARR,1,1.6666666666666667,10.16,10.16,10.16,MVS,579241.232176046,2810793.03680047
M91_4754_2018,M91_4754,2018-3,SPH_BARR,6,10,20.32,30.48,81.28,MVS,569528.2013932958,2808290.7087542797
M94_4285_2016,M94_4285,2016-7,SPH_BARR,5,8.333333333333332,5.08,15.24,25.4,MVS,569425.3817918514,2806578.100313083
M53_3841_2014,M53_3841,2014-9,SPH_BARR,3,5,7.62,10.16,10.16,MVS,566509.9677402319,2819715.145664031
M91_5864_2022,M91_5864,2022-1,SPH_BARR,8,13.333333333333334,25.4,30.48,38.1,MVS,569537.0944071003,2808321.7626625192
M81_3869_2014,M81_3869,2014-10,SPH_BARR,1,1.6666666666666667,NA,40.64,NA,MVS,567582.2067606241,2811182.2304361565
M28_5997_2022,M28_5997,2022-8,SPH_BARR,2,3.3333333333333335,25.4,27.94,30.48,MVS,570053.6901826304,2828196.3483318286
M100_4775_2018,M100_4775,2018-3,SPH_BARR,2,3.3333333333333335,30.48,33.02,35.56,MVS,565717.351109386,2800721.2060134793
M55_3843_2014,M55_3843,2014-9,SPH_BARR,2,3.3333333333333335,15.24,NA,17.78,MVS,566339.6090271409,2819004.435274522
M41_3814_2014,M41_3814,2014-8,SPH_BARR,2,3.3333333333333335,7.62,NA,40.64,MVS,566954.2450024073,2822319.8378643123
M29_3802_2014,M29_3802,2014-8,SPH_BARR,2,3.3333333333333335,7.62,NA,7.62,MVS,569962.9889991722,2828061.8702232493
M91_4113_2016,M91_4113,2016-2,SPH_BARR,7,11.666666666666666,20.32,35.56,66.04,MVS,569524.0802686408,2808309.513663009
M119_5843_2022,M119_5843,2022-1,SPH_BARR,1,1.6666666666666667,20.32,20.32,20.32,MVS,560452.1305623213,2792656.9220006135
L11_4238_2016,L11_4238,2016-4,SPH_BARR,2,3.3333333333333335,35.56,40.64,45.72,MVS,582575.9246052847,2821813.6224438353
M65_4346_2016,M65_4346,2016-7,SPH_BARR,2,3.3333333333333335,5.08,NA,30.48,MVS,566748.9382609627,2815529.1371277715
M28_3660_2014,M28_3660,2014-1,SPH_BARR,1,1.6666666666666667,27.94,27.94,27.94,MVS,570060.7678366811,2828187.5258916905
L03_5928_2022,L03_5928,2022-3,SPH_BARR,1,1.6666666666666667,76.2,76.2,76.2,MVS,579230.1883384956,2810789.649272696
M88_4757_2018,M88_4757,2018-3,SPH_BARR,15,25,30.48,38.1,50.8,MVS,568062.8375163894,2808624.2944591455
M53_6044_2022,M53_6044,2022-8,SPH_BARR,2,3.3333333333333335,12.7,25.4,38.1,MVS,566480.738022786,2819731.611893048
L16_4743_2018,L16_4743,2018-2,SPH_BARR,2,3.3333333333333335,30.48,38.1,45.72,MVS,582085.5179482229,2819025.3060427555
M53_4373_2016,M53_4373,2016-8,SPH_BARR,6,10,7.62,7.62,60.96,MVS,566468.6716364911,2819732.6593723446
M86_3874_2014,M86_3874,2014-10,SPH_BARR,7,11.666666666666666,25.4,27.94,33.02,MVS,567692.3349506516,2809486.2122274186
M49_4705_2018,M49_4705,2018-2,SPH_BARR,1,1.6666666666666667,15.24,15.24,15.24,MVS,566676.1825592521,2821051.5398273445
M48_3724_2014,M48_3724,2014-3,SPH_BARR,1,1.6666666666666667,35.56,35.56,35.56,MVS,567068.7616008655,2820926.1479231813
M67_4348_2016,M67_4348,2016-7,SPH_BARR,1,1.6666666666666667,30.48,30.48,30.48,MVS,567295.4007999009,2815024.6673156517
M88_3876_2014,M88_3876,2014-10,SPH_BARR,1,1.6666666666666667,NA,15.24,NA,MVS,568058.6680677653,2808653.066319736
M87_3875_2014,M87_3875,2014-10,SPH_BARR,1,1.6666666666666667,NA,43.18,NA,MVS,567646.3403744078,2809031.9374985304
M110_6001_2022,M110_6001,2022-8,SPH_BARR,1,1.6666666666666667,20.32,20.32,20.32,MVS,562720.6526728567,2797537.560550901
M25_4254_2016,M25_4254,2016-7,SPH_BARR,1,1.6666666666666667,35.56,35.56,35.56,MVS,569588.3584348018,2829913.7871904965
L20_4931_2018,L20_4931,2018-8,SPH_BARR,6,10,7.62,22.86,30.48,MVS,580798.635263723,2815565.5038566086
L17_4744_2018,L17_4744,2018-2,SPH_BARR,1,1.6666666666666667,35.56,35.56,35.56,MVS,581927.1896463052,2818780.6922141644
M58_4903_2018,M58_4903,2018-7,SPH_BARR,4,6.666666666666667,10.16,15.24,17.78,MVS,566311.0000344771,2818286.677565549
M89_3877_2014,M89_3877,2014-10,SPH_BARR,1,1.6666666666666667,NA,17.78,NA,MVS,568747.0986837507,2808187.022825974
M110_4158_2016,M110_4158,2016-2,SPH_BARR,1,1.6666666666666667,15.24,15.24,15.24,MVS,562713.5798486787,2797543.064668719
M84_4761_2018,M84_4761,2018-3,SPH_BARR,2,3.3333333333333335,35.56,38.1,40.64,MVS,567563.9060587041,2810222.0018243627
M102_6066_2022,M102_6066,2022-9,SPH_BARR,1,1.6666666666666667,20.32,20.32,20.32,MVS,563876.0405712903,2801015.7848429526
L11_3823_2014,L11_3823,2014-9,SPH_BARR,2,3.3333333333333335,7.62,NA,22.86,MVS,582578.8710340171,2821824.7154137013
L21_4745_2018,L21_4745,2018-2,SPH_BARR,2,3.3333333333333335,30.48,30.48,30.48,MVS,580832.4118371026,2815633.2628144445
M90_3741_2014,M90_3741,2014-3,SPH_BARR,1,1.6666666666666667,17.78,17.78,17.78,MVS,569241.8155589506,2808034.5227988097
M29_4861_2018,M29_4861,2018-7,SPH_BARR,2,3.3333333333333335,15.24,17.78,20.32,MVS,569966.9312663857,2828076.2878019623
M52_5893_2022,M52_5893,2022-2,SPH_BARR,3,5,25.4,25.4,30.48,MVS,566402.1756242412,2820169.765586134
M60_4905_2018,M60_4905,2018-7,SPH_BARR,3,5,17.78,22.86,25.4,MVS,566308.7070725028,2817937.8253674754
L01_4227_2016,L01_4227,2016-4,SPH_BARR,2,3.3333333333333335,5.08,20.32,35.56,MVS,578474.7880567427,2810108.561171365
M90_5865_2022,M90_5865,2022-1,SPH_BARR,3,5,7.62,10.16,40.64,MVS,569243.8502873558,2808030.1035837005
L02_4228_2016,L02_4228,2016-4,SPH_BARR,2,3.3333333333333335,40.64,50.8,60.96,MVS,578942.7277563694,2810413.6375257797
M56_5894_2022,M56_5894,2022-2,SPH_BARR,3,5,25.4,25.4,30.48,MVS,566372.5475144107,2818848.450614305
M107_6004_2022,M107_6004,2022-8,SPH_BARR,1,1.6666666666666667,12.7,12.7,12.7,MVS,562701.7173664933,2798579.532228901
M94_6050_2022,M94_6050,2022-8,SPH_BARR,1,1.6666666666666667,17.78,17.78,17.78,MVS,569417.3961420107,2806565.87744961
M66_4121_2016,M66_4121,2016-2,SPH_BARR,4,6.666666666666667,7.62,30.48,45.72,MVS,567076.5412276078,2815159.784067168
L02_4919_2018,L02_4919,2018-8,SPH_BARR,1,1.6666666666666667,40.64,40.64,40.64,MVS,578948.7950785286,2810408.135936072
L04_5964_2022,L04_5964,2022-8,SPH_BARR,2,3.3333333333333335,15.24,22.86,30.48,MVS,579587.581436475,2811242.4965845672
L13_3825_2014,L13_3825,2014-9,SPH_BARR,1,1.6666666666666667,NA,17.78,NA,MVS,581375.3669610774,2820757.4833884994
